year,spectra_area,driver_area,decade,ISD Exponent,metric,value
2011,Southern New England,Southern New England,2010,-1.083721964,zp_large,-0.448148265
2012,Georges Bank,Georges Bank,2010,-0.921237805,SST,1.800189002
2012,Georges Bank,Georges Bank,2010,-0.921237805,Commercial Landings,6437
2012,Georges Bank,Georges Bank,2010,-0.921237805,Spectra Slope,-0.935828669
2012,Georges Bank,Georges Bank,2010,-0.921237805,GSI,0.709842484
2012,Georges Bank,Georges Bank,2010,-0.921237805,zp_small,-0.051290569
2012,Georges Bank,Georges Bank,2010,-0.921237805,zp_large,-0.512707749
2012,Gulf of Maine,Gulf of Maine,2010,-0.986102614,SST,2.168859172
2012,Gulf of Maine,Gulf of Maine,2010,-0.986102614,Commercial Landings,2593605
2012,Gulf of Maine,Gulf of Maine,2010,-0.986102614,Spectra Slope,-0.850938698
2012,Gulf of Maine,Gulf of Maine,2010,-0.986102614,GSI,0.709842484
2012,Gulf of Maine,Gulf of Maine,2010,-0.986102614,zp_small,0.221138964
2012,Gulf of Maine,Gulf of Maine,2010,-0.986102614,zp_large,-0.174269304
2012,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.992148647,SST,1.386464095
2012,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.992148647,Commercial Landings,76064456
2012,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.992148647,Spectra Slope,-0.889618228
2012,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.992148647,GSI,0.709842484
2012,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.992148647,zp_small,-0.610314386
2012,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.992148647,zp_large,0.072641687
2012,Southern New England,Southern New England,2010,-0.970197596,SST,2.072104228
2012,Southern New England,Southern New England,2010,-0.970197596,Commercial Landings,5487127
2012,Southern New England,Southern New England,2010,-0.970197596,Spectra Slope,-1.012952703
2012,Southern New England,Southern New England,2010,-0.970197596,GSI,0.709842484
2012,Southern New England,Southern New England,2010,-0.970197596,zp_small,-0.610314386
2012,Southern New England,Southern New England,2010,-0.970197596,zp_large,0.072641687
2013,Georges Bank,Georges Bank,2010,-1.067063242,SST,1.07491739
2013,Georges Bank,Georges Bank,2010,-1.067063242,Commercial Landings,40077
2013,Georges Bank,Georges Bank,2010,-1.067063242,Spectra Slope,-1.250273218
2013,Georges Bank,Georges Bank,2010,-1.067063242,GSI,0.735839169
2013,Georges Bank,Georges Bank,2010,-1.067063242,zp_small,-0.048339669
2013,Georges Bank,Georges Bank,2010,-1.067063242,zp_large,-0.051539996
2013,Gulf of Maine,Gulf of Maine,2010,-0.976286032,SST,1.31086622
2013,Gulf of Maine,Gulf of Maine,2010,-0.976286032,Commercial Landings,1255988
2013,Gulf of Maine,Gulf of Maine,2010,-0.976286032,Spectra Slope,-1.011313968
2013,Gulf of Maine,Gulf of Maine,2010,-0.976286032,GSI,0.735839169
2013,Gulf of Maine,Gulf of Maine,2010,-0.976286032,zp_small,0.174204333
2013,Gulf of Maine,Gulf of Maine,2010,-0.976286032,zp_large,-0.082887474
2013,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.92023734,SST,0.049874069
2013,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.92023734,Commercial Landings,40211739
2013,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.92023734,Spectra Slope,-0.934035121
2013,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.92023734,GSI,0.735839169
2013,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.92023734,zp_small,-0.046723363
2013,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.92023734,zp_large,0.323999321
2013,Southern New England,Southern New England,2010,-1.076583511,SST,0.832881899
2013,Southern New England,Southern New England,2010,-1.076583511,Commercial Landings,6257916
2013,Southern New England,Southern New England,2010,-1.076583511,Spectra Slope,-1.083435575
2013,Southern New England,Southern New England,2010,-1.076583511,GSI,0.735839169
2013,Southern New England,Southern New England,2010,-1.076583511,zp_small,-0.046723363
2013,Southern New England,Southern New England,2010,-1.076583511,zp_large,0.323999321
2014,Georges Bank,Georges Bank,2010,-0.989420614,SST,0.864414069
2014,Georges Bank,Georges Bank,2010,-0.989420614,Commercial Landings,211876
2014,Georges Bank,Georges Bank,2010,-0.989420614,Spectra Slope,-1.040027519
2014,Georges Bank,Georges Bank,2010,-0.989420614,GSI,1.138061638
2014,Georges Bank,Georges Bank,2010,-0.989420614,zp_small,0.142309822
2014,Georges Bank,Georges Bank,2010,-0.989420614,zp_large,-0.126015145
2014,Gulf of Maine,Gulf of Maine,2010,-0.959290517,SST,1.108400113
2014,Gulf of Maine,Gulf of Maine,2010,-0.959290517,Commercial Landings,1669306
2014,Gulf of Maine,Gulf of Maine,2010,-0.959290517,Spectra Slope,-0.988060344
2014,Gulf of Maine,Gulf of Maine,2010,-0.959290517,GSI,1.138061638
2014,Gulf of Maine,Gulf of Maine,2010,-0.959290517,zp_small,-0.045853131
2014,Gulf of Maine,Gulf of Maine,2010,-0.959290517,zp_large,-0.101623268
2014,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.960257304,SST,0.301979332
2014,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.960257304,Commercial Landings,48942696
2014,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.960257304,Spectra Slope,-0.914466974
2014,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.960257304,GSI,1.138061638
2014,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.960257304,zp_small,-0.237239627
2014,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.960257304,zp_large,-0.500645853
2014,Southern New England,Southern New England,2010,-1.072122544,SST,0.971249849
2014,Southern New England,Southern New England,2010,-1.072122544,Commercial Landings,5503527
2014,Southern New England,Southern New England,2010,-1.072122544,Spectra Slope,-1.147666293
2014,Southern New England,Southern New England,2010,-1.072122544,GSI,1.138061638
2014,Southern New England,Southern New England,2010,-1.072122544,zp_small,-0.237239627
2014,Southern New England,Southern New England,2010,-1.072122544,zp_large,-0.500645853
2015,Georges Bank,Georges Bank,2010,-0.919901984,SST,0.986109332
2015,Georges Bank,Georges Bank,2010,-0.919901984,Commercial Landings,11869
2015,Georges Bank,Georges Bank,2010,-0.919901984,Spectra Slope,-0.836270834
2015,Georges Bank,Georges Bank,2010,-0.919901984,GSI,1.31010144
2015,Georges Bank,Georges Bank,2010,-0.919901984,zp_small,0.282843625
2015,Georges Bank,Georges Bank,2010,-0.919901984,zp_large,-0.214028356
2015,Gulf of Maine,Gulf of Maine,2010,-0.924224988,SST,0.959808651
2015,Gulf of Maine,Gulf of Maine,2010,-0.924224988,Commercial Landings,1679206
2015,Gulf of Maine,Gulf of Maine,2010,-0.924224988,Spectra Slope,-0.959163253
2015,Gulf of Maine,Gulf of Maine,2010,-0.924224988,GSI,1.31010144
2015,Gulf of Maine,Gulf of Maine,2010,-0.924224988,zp_small,0.549027634
2015,Gulf of Maine,Gulf of Maine,2010,-0.924224988,zp_large,0.13812936
2015,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.004984194,SST,0.97565877
2015,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.004984194,Commercial Landings,364546301
2015,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.004984194,Spectra Slope,-0.975602703
2015,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.004984194,GSI,1.31010144
2015,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.004984194,zp_small,-0.039020563
2015,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.004984194,zp_large,-0.676335919
2015,Southern New England,Southern New England,2010,-1.141983839,SST,1.249132201
2015,Southern New England,Southern New England,2010,-1.141983839,Commercial Landings,2224431
2015,Southern New England,Southern New England,2010,-1.141983839,Spectra Slope,-1.155137945
2015,Southern New England,Southern New England,2010,-1.141983839,GSI,1.31010144
2015,Southern New England,Southern New England,2010,-1.141983839,zp_small,-0.039020563
2015,Southern New England,Southern New England,2010,-1.141983839,zp_large,-0.676335919
2016,Georges Bank,Georges Bank,2010,-0.979483343,SST,1.313175709
2016,Georges Bank,Georges Bank,2010,-0.979483343,Commercial Landings,1825
2016,Georges Bank,Georges Bank,2010,-0.979483343,Spectra Slope,-1.001529731
2016,Georges Bank,Georges Bank,2010,-0.979483343,GSI,1.618352334
2016,Georges Bank,Georges Bank,2010,-0.979483343,zp_small,0.335825595
2016,Georges Bank,Georges Bank,2010,-0.979483343,zp_large,-0.329450957
2016,Gulf of Maine,Gulf of Maine,2010,-0.880993345,SST,1.648124041
2016,Gulf of Maine,Gulf of Maine,2010,-0.880993345,Commercial Landings,1620685
2016,Gulf of Maine,Gulf of Maine,2010,-0.880993345,Spectra Slope,-0.868964828
2016,Gulf of Maine,Gulf of Maine,2010,-0.880993345,GSI,1.618352334
2016,Gulf of Maine,Gulf of Maine,2010,-0.880993345,zp_small,0.722879791
2016,Gulf of Maine,Gulf of Maine,2010,-0.880993345,zp_large,0.235489251
2016,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.091321473,SST,0.790985933
2016,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.091321473,Commercial Landings,333876065
2016,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.091321473,Spectra Slope,-1.163465276
2016,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.091321473,GSI,1.618352334
2016,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.091321473,zp_small,0.105940575
2016,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.091321473,zp_large,-0.371896902
2016,Southern New England,Southern New England,2010,-1.082166644,SST,1.372372565
2016,Southern New England,Southern New England,2010,-1.082166644,Commercial Landings,2966675
2016,Southern New England,Southern New England,2010,-1.082166644,Spectra Slope,-1.077189214
2016,Southern New England,Southern New England,2010,-1.082166644,GSI,1.618352334
2016,Southern New England,Southern New England,2010,-1.082166644,zp_small,0.105940575
2016,Southern New England,Southern New England,2010,-1.082166644,zp_large,-0.371896902
2017,Georges Bank,Georges Bank,2010,-0.958034045,SST,0.701468724
2017,Georges Bank,Georges Bank,2010,-0.958034045,Commercial Landings,13727
2017,Georges Bank,Georges Bank,2010,-0.958034045,Spectra Slope,-1.045965764
2017,Georges Bank,Georges Bank,2010,-0.958034045,GSI,1.151367006
2017,Georges Bank,Georges Bank,2010,-0.958034045,zp_small,0.454265616
2017,Georges Bank,Georges Bank,2010,-0.958034045,zp_large,-0.150317657
2017,Gulf of Maine,Gulf of Maine,2010,-0.912499816,SST,1.120103629
2017,Gulf of Maine,Gulf of Maine,2010,-0.912499816,Commercial Landings,1323988
2017,Gulf of Maine,Gulf of Maine,2010,-0.912499816,Spectra Slope,-0.919021088
2017,Gulf of Maine,Gulf of Maine,2010,-0.912499816,GSI,1.151367006
2017,Gulf of Maine,Gulf of Maine,2010,-0.912499816,zp_small,0.220013441
2017,Gulf of Maine,Gulf of Maine,2010,-0.912499816,zp_large,-0.039904062
2017,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.903720475,SST,0.744767932
2017,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.903720475,Commercial Landings,330671728
2017,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.903720475,Spectra Slope,-0.914208943
2017,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.903720475,GSI,1.151367006
2017,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.903720475,zp_small,-0.142303292
2017,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.903720475,zp_large,-0.796688254
2017,Southern New England,Southern New England,2010,-0.954148107,SST,0.772784093
2017,Southern New England,Southern New England,2010,-0.954148107,Commercial Landings,3573375
2017,Southern New England,Southern New England,2010,-0.954148107,Spectra Slope,-0.987365893
2017,Southern New England,Southern New England,2010,-0.954148107,GSI,1.151367006
2017,Southern New England,Southern New England,2010,-0.954148107,zp_small,-0.142303292
2017,Southern New England,Southern New England,2010,-0.954148107,zp_large,-0.796688254
2018,Georges Bank,Georges Bank,2010,-1.027198702,SST,1.099283703
2018,Georges Bank,Georges Bank,2010,-1.027198702,Commercial Landings,45170
2018,Georges Bank,Georges Bank,2010,-1.027198702,Spectra Slope,-1.113709477
2018,Georges Bank,Georges Bank,2010,-1.027198702,GSI,1.245073071
2018,Georges Bank,Georges Bank,2010,-1.027198702,zp_small,0.00250536
2018,Georges Bank,Georges Bank,2010,-1.027198702,zp_large,0.069356642
2018,Gulf of Maine,Gulf of Maine,2010,-0.972009767,SST,1.543932906
2018,Gulf of Maine,Gulf of Maine,2010,-0.972009767,Commercial Landings,625011
2018,Gulf of Maine,Gulf of Maine,2010,-0.972009767,Spectra Slope,-0.997186712
2018,Gulf of Maine,Gulf of Maine,2010,-0.972009767,GSI,1.245073071
2018,Gulf of Maine,Gulf of Maine,2010,-0.972009767,zp_small,0.622213013
2018,Gulf of Maine,Gulf of Maine,2010,-0.972009767,zp_large,0.135985073
2018,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.083729321,SST,0.333988783
2018,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.083729321,Commercial Landings,363091571
2018,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.083729321,Spectra Slope,-1.130328169
2018,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.083729321,GSI,1.245073071
2018,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.083729321,zp_small,-0.005598615
2018,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.083729321,zp_large,0.198987101
2018,Southern New England,Southern New England,2010,-1.061191897,SST,0.623503098
2018,Southern New England,Southern New England,2010,-1.061191897,Commercial Landings,2639683
2018,Southern New England,Southern New England,2010,-1.061191897,Spectra Slope,-1.16801175
2018,Southern New England,Southern New England,2010,-1.061191897,GSI,1.245073071
2018,Southern New England,Southern New England,2010,-1.061191897,zp_small,-0.005598615
2018,Southern New England,Southern New England,2010,-1.061191897,zp_large,0.198987101
2019,Georges Bank,Georges Bank,2010,-1.009354677,SST,0.326599922
2019,Georges Bank,Georges Bank,2010,-1.009354677,Commercial Landings,401866
2019,Georges Bank,Georges Bank,2010,-1.009354677,Spectra Slope,-1.10994063
2019,Georges Bank,Georges Bank,2010,-1.009354677,GSI,1.840051655
2019,Georges Bank,Georges Bank,2010,-1.009354677,zp_small,-0.164005786
2019,Georges Bank,Georges Bank,2010,-1.009354677,zp_large,0.101449975
2019,Gulf of Maine,Gulf of Maine,2010,-0.945666724,SST,0.710451509
2019,Gulf of Maine,Gulf of Maine,2010,-0.945666724,Commercial Landings,853112
2019,Gulf of Maine,Gulf of Maine,2010,-0.945666724,Spectra Slope,-0.962368085
2019,Gulf of Maine,Gulf of Maine,2010,-0.945666724,GSI,1.840051655
2019,Gulf of Maine,Gulf of Maine,2010,-0.945666724,zp_small,0.132241774
2019,Gulf of Maine,Gulf of Maine,2010,-0.945666724,zp_large,0.009190256
2019,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.946636568,SST,0.664120231
2019,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.946636568,Commercial Landings,406405599
2019,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.946636568,Spectra Slope,-0.998081092
2019,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.946636568,GSI,1.840051655
2019,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.946636568,zp_small,-0.269679306
2019,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-0.946636568,zp_large,0.235080361
2019,Southern New England,Southern New England,2010,-0.968968164,SST,0.793069403
2019,Southern New England,Southern New England,2010,-0.968968164,Commercial Landings,15094930
2019,Southern New England,Southern New England,2010,-0.968968164,Spectra Slope,-1.037016342
2019,Southern New England,Southern New England,2010,-0.968968164,GSI,1.840051655
2019,Southern New England,Southern New England,2010,-0.968968164,zp_small,-0.269679306
2019,Southern New England,Southern New England,2010,-0.968968164,zp_large,0.235080361
